station_id,station_name,long,lat
270693,Waterloo Place,-0.133068372704093,51.5075819137762
159,London Westminster,-0.1319309996420449,51.4946699996591
152,Camden Kerbside,-0.1752689997139201,51.54420999974351
290183,Tower Hamlets,-0.0180219908165375,51.5029878731458
225751,Greenwich,0.095111,51.486957
225803,London Honor Oak Park,-0.0374179999415851,51.44967399955302
