station_id,station,long,lat,sensor_id
270693,Waterloo Place,-0.133068372704093,51.5075819137762,1561901
270693,Waterloo Place,-0.133068372704093,51.5075819137762,16318059
159,London Westminster,-0.13193099964204494,51.4946699996591,28890
152,Camden Kerbside,-0.17526899971392015,51.54420999974351,235
290183,Tower Hamlets,-0.0180219908165375,51.5029878731458,2009625
290183,Tower Hamlets,-0.0180219908165375,51.5029878731458,16318037
225751,Greenwich,0.095111,51.486957,1304607
225751,Greenwich,0.095111,51.486957,16317995
225803,London Honor Oak Park,-0.0374153592115306,51.4496728960354,1304734
